no,wage,lnwage,gender,age,married,education,experience
13115,250.0000 ,5.5215 ,1,49,1,6,38
13116,234.3750 ,5.4569 ,1,25,1,12,39
13117,130.2083 ,4.8691 ,0,39,1,9,20
13118,159.0909 ,5.0695 ,1,40,1,9,168
13119,198.8636 ,5.2926 ,1,32,0,12,36
13120,255.6818 ,5.5439 ,1,47,1,16,216
13121,170.4545 ,5.1385 ,1,43,1,16,24
13122,116.6667 ,4.7593 ,1,37,1,6,24
13123,138.8889 ,4.9337 ,1,25,0,9,42
13124,138.8889 ,4.9337 ,1,19,0,9,24
13125,187.5000 ,5.2338 ,1,32,0,6,144
13126,156.2500 ,5.0515 ,1,38,1,6,73
13127,250.0000 ,5.5215 ,1,59,1,6,38
13128,136.3636 ,4.9153 ,0,55,1,6,38
13129,145.8333 ,4.9825 ,1,39,1,6,41
13130,60.0000 ,4.0943 ,1,62,1,0,540
13131,273.4375 ,5.6111 ,1,31,1,9,96
13132,273.4375 ,5.6111 ,1,30,0,9,60
13133,347.2222 ,5.8500 ,1,35,1,9,24
13134,272.7273 ,5.6085 ,1,61,1,15,74
13135,166.6667 ,5.1160 ,0,27,0,12,30
13136,204.5455 ,5.3208 ,1,25,0,15,7
13137,208.3333 ,5.3391 ,1,46,1,6,41
13138,153.5088 ,5.0338 ,1,42,1,9,20
13139,62.5000 ,4.1352 ,0,37,1,6,1
13140,234.3750 ,5.4569 ,1,59,1,6,432
13141,195.3125 ,5.2746 ,0,59,1,0,360
13142,73.8636 ,4.3022 ,0,23,0,12,24
13143,218.7500 ,5.3879 ,1,26,0,6,20
13144,83.3333 ,4.4228 ,1,66,1,6,360
13145,41.6667 ,3.7297 ,1,69,1,6,600
13146,111.7021 ,4.7158 ,1,40,1,9,38
13147,184.7826 ,5.2192 ,0,32,1,9,30
13148,312.5000 ,5.7446 ,1,37,1,9,49
13149,297.8723 ,5.6967 ,1,32,1,9,41
13150,276.0417 ,5.6206 ,0,42,1,9,38
13151,95.2381 ,4.5564 ,1,41,1,9,32
13152,204.5455 ,5.3208 ,0,22,0,16,33
13153,38.8889 ,3.6607 ,1,17,0,9,34
13154,11.6279 ,2.4534 ,1,28,0,9,58
13155,17.8571 ,2.8824 ,1,64,1,6,440
13156,108.6957 ,4.6886 ,1,35,1,12,37
13157,166.6667 ,5.1160 ,1,36,0,12,100
13158,238.0952 ,5.4727 ,1,46,1,9,127
13159,364.1304 ,5.8975 ,1,25,0,12,34
13160,276.0417 ,5.6206 ,0,24,0,15,26
13161,7.3171 ,1.9902 ,1,64,0,9,427
13162,13.6905 ,2.6167 ,1,60,1,6,393
13163,291.6667 ,5.6756 ,1,31,1,12,40
13164,77.7778 ,4.3539 ,0,29,0,12,34
13165,12.5000 ,2.5257 ,1,43,1,6,152
13166,12.1951 ,2.5010 ,0,37,1,9,54
13167,296.8750 ,5.6933 ,1,34,0,9,79
13168,12.1951 ,2.5010 ,0,64,1,0,392
13169,233.6957 ,5.4540 ,0,40,1,12,137
13170,11.6279 ,2.4534 ,1,55,1,6,367
13171,102.2727 ,4.6276 ,0,27,0,12,26
13172,83.3333 ,4.4228 ,0,25,0,12,25
13173,260.8696 ,5.5640 ,0,20,0,12,22
13174,12.2093 ,2.5022 ,1,53,1,6,308
13175,250.0000 ,5.5215 ,1,35,1,12,39
13176,12.5000 ,2.5257 ,1,33,1,6,92
13177,13.0952 ,2.5722 ,1,56,1,6,367
13178,125.0000 ,4.8283 ,1,31,0,9,40
13179,90.9091 ,4.5099 ,0,21,0,12,25
13180,114.1304 ,4.7373 ,0,19,0,9,23
13181,138.2979 ,4.9294 ,0,33,1,6,38
13182,13.0952 ,2.5722 ,1,63,0,6,423
13183,296.8750 ,5.6933 ,1,35,0,6,62
13184,250.0000 ,5.5215 ,1,29,1,9,38
13185,13.0952 ,2.5722 ,1,40,1,9,122
13186,11.9048 ,2.4769 ,1,64,1,6,418
13187,12.2093 ,2.5022 ,1,32,1,9,58
13188,12.1951 ,2.5010 ,1,59,1,6,368
13189,12.2093 ,2.5022 ,1,55,1,6,332
13190,130.4348 ,4.8709 ,1,35,1,12,86
13191,138.2979 ,4.9294 ,1,26,0,12,44
13192,95.7447 ,4.5617 ,0,35,1,9,70
13193,13.6905 ,2.6167 ,1,51,1,12,314
13194,140.6250 ,4.9461 ,0,22,0,15,34
13195,250.0000 ,5.5215 ,1,35,1,12,82
13196,12.1951 ,2.5010 ,0,63,1,0,246
13197,357.1429 ,5.8781 ,0,51,0,0,128
13198,142.0455 ,4.9561 ,1,49,1,9,244
13199,296.8750 ,5.6933 ,1,29,1,9,46
13200,114.1304 ,4.7373 ,1,25,0,9,32
13201,117.0213 ,4.7624 ,0,25,1,9,29
13202,12.7907 ,2.5487 ,0,54,1,0,334
13203,13.0952 ,2.5722 ,1,45,1,6,250
13204,13.0952 ,2.5722 ,1,62,1,6,390
13205,132.9787 ,4.8902 ,1,26,0,12,30
13206,13.3721 ,2.5932 ,1,50,1,6,274
13207,127.6596 ,4.8494 ,1,30,0,9,40
13208,140.6250 ,4.9461 ,1,27,1,9,32
13209,97.8261 ,4.5832 ,0,25,0,12,26
13210,104.1667 ,4.6460 ,0,21,1,9,23
13211,142.8571 ,4.9618 ,1,37,1,9,180
13212,250.0000 ,5.5215 ,1,48,1,12,252
13213,227.2727 ,5.4262 ,0,46,1,12,84
13214,142.8571 ,4.9618 ,1,32,1,12,1
13215,170.4545 ,5.1385 ,1,29,0,12,96
13216,93.7500 ,4.5406 ,0,27,0,9,18
13217,437.5000 ,6.0811 ,1,59,1,6,156
13218,156.2500 ,5.0515 ,1,31,1,12,96
13219,197.9167 ,5.2878 ,1,38,1,15,120
13220,83.3333 ,4.4228 ,0,37,1,12,132
13221,187.5000 ,5.2338 ,1,59,1,6,1
13222,187.5000 ,5.2338 ,1,22,1,9,1
13223,145.8333 ,4.9825 ,1,33,1,12,24
13224,250.0000 ,5.5215 ,1,40,1,12,48
13225,153.4091 ,5.0331 ,0,41,1,12,252
13226,156.2500 ,5.0515 ,1,41,1,12,24
13227,113.6364 ,4.7330 ,0,38,1,12,252
13228,210.2273 ,5.3482 ,0,39,1,16,58
13229,255.6818 ,5.5439 ,1,41,1,16,102
13230,255.6818 ,5.5439 ,0,43,1,12,264
13231,284.0909 ,5.6493 ,1,39,1,15,252
13232,198.8636 ,5.2926 ,1,50,1,16,252
13233,250.0000 ,5.5215 ,0,49,1,12,312
13234,130.2083 ,4.8691 ,0,25,0,16,24
13235,125.0000 ,4.8283 ,1,32,1,9,18
13236,113.6364 ,4.7330 ,0,45,1,6,120
13237,130.2083 ,4.8691 ,1,47,1,12,36
13238,153.4091 ,5.0331 ,0,23,0,15,12
13239,125.0000 ,4.8283 ,1,36,1,6,240
13240,250.0000 ,5.5215 ,1,30,1,15,6
13241,100.0000 ,4.6052 ,1,58,1,6,264
13242,284.0909 ,5.6493 ,1,44,1,15,36
13243,121.9512 ,4.8036 ,0,47,1,9,216
13244,187.5000 ,5.2338 ,1,53,1,12,204
13245,125.0000 ,4.8283 ,0,49,1,6,204
13246,208.3333 ,5.3391 ,1,51,1,12,360
13247,78.1250 ,4.3583 ,0,45,1,6,24
13248,78.1250 ,4.3583 ,0,22,0,12,12
13249,104.1667 ,4.6460 ,0,20,0,15,12
13250,125.0000 ,4.8283 ,1,51,1,9,1
13251,78.1250 ,4.3583 ,0,22,0,12,42
13252,85.2273 ,4.4453 ,1,20,0,15,12
13253,83.3333 ,4.4228 ,1,19,0,15,12
13254,93.7500 ,4.5406 ,1,40,1,6,36
13255,225.0000 ,5.4161 ,1,26,0,15,96
13256,192.3077 ,5.2591 ,1,43,1,15,228
13257,170.4545 ,5.1385 ,0,39,1,15,252
13258,69.7674 ,4.2452 ,1,57,1,6,492
13259,135.7143 ,4.9106 ,1,32,1,12,36
13260,104.1667 ,4.6460 ,1,29,0,12,120
13261,93.7500 ,4.5406 ,0,29,1,12,48
13262,200.0000 ,5.2983 ,0,39,0,6,84
13263,255.6818 ,5.5439 ,1,32,1,16,108
13264,198.8636 ,5.2926 ,0,26,1,16,24
13265,227.2727 ,5.4262 ,1,56,1,12,264
13266,104.1667 ,4.6460 ,0,29,0,12,60
13267,150.0000 ,5.0106 ,1,28,0,15,18
13268,187.5000 ,5.2338 ,1,33,1,6,98
13269,166.6667 ,5.1160 ,1,32,1,9,32
13270,150.0000 ,5.0106 ,1,52,1,6,133
13271,62.5000 ,4.1352 ,0,51,1,0,38
13272,218.7500 ,5.3879 ,1,29,1,9,128
13273,118.5897 ,4.7757 ,1,27,1,9,74
13274,114.5833 ,4.7413 ,0,21,0,6,66
13275,177.0833 ,5.1766 ,1,25,1,9,88
13276,178.5714 ,5.1850 ,1,59,1,6,241
13277,208.3333 ,5.3391 ,1,34,1,9,37
13278,160.0000 ,5.0752 ,1,22,0,12,8
13279,187.5000 ,5.2338 ,1,54,1,12,305
13280,114.5833 ,4.7413 ,0,48,1,6,36
13281,91.6667 ,4.5182 ,1,20,0,9,7
13282,109.3750 ,4.6948 ,0,24,0,12,38
13283,338.5417 ,5.8246 ,1,48,1,9,38
13284,260.4167 ,5.5623 ,1,25,0,12,37
13285,145.8333 ,4.9825 ,0,23,0,12,28
13286,73.8636 ,4.3022 ,1,60,1,0,50
13287,135.4167 ,4.9084 ,1,32,1,9,121
13288,119.7917 ,4.7858 ,0,29,1,9,100
13289,197.9167 ,5.2878 ,1,44,1,15,42
13290,181.8182 ,5.2030 ,1,57,1,6,306
13291,171.8750 ,5.1468 ,1,63,1,6,24
13292,166.6667 ,5.1160 ,1,32,0,9,75
13293,192.7083 ,5.2612 ,0,31,0,12,89
13294,135.4167 ,4.9084 ,1,28,0,12,25
13295,291.6667 ,5.6756 ,1,37,1,6,168
13296,166.6667 ,5.1160 ,1,46,1,15,25
13297,50.0000 ,3.9120 ,1,60,1,6,546
13298,312.5000 ,5.7446 ,1,52,1,6,366
13299,83.3333 ,4.4228 ,0,55,1,0,121
13300,125.0000 ,4.8283 ,1,28,0,6,49
13301,145.8333 ,4.9825 ,0,26,0,12,52
13302,140.6250 ,4.9461 ,1,42,1,6,220
13303,187.5000 ,5.2338 ,1,34,1,15,61
13304,93.7500 ,4.5406 ,0,29,1,12,37
13305,195.3125 ,5.2746 ,1,32,1,9,134
13306,287.5000 ,5.6612 ,1,42,1,6,246
13307,255.6818 ,5.5439 ,1,35,1,12,98
13308,294.1176 ,5.6840 ,1,40,1,6,248
13309,250.0000 ,5.5215 ,1,54,1,0,366
13310,93.7500 ,4.5406 ,0,22,0,12,9
13311,105.0000 ,4.6540 ,0,18,0,9,9
13312,285.7143 ,5.6550 ,1,39,1,6,133
13313,68.7500 ,4.2305 ,1,60,1,0,364
13314,145.8333 ,4.9825 ,1,30,0,12,9
13315,208.3333 ,5.3391 ,1,56,1,6,248
13316,119.7917 ,4.7858 ,0,24,0,9,49
13317,133.3333 ,4.8929 ,0,20,0,12,48
13318,187.5000 ,5.2338 ,0,20,0,9,39
13319,171.8750 ,5.1468 ,1,47,1,12,52
13320,187.5000 ,5.2338 ,1,57,1,6,363
13321,166.6667 ,5.1160 ,1,29,1,12,39
13322,142.8571 ,4.9618 ,1,46,1,6,292
13323,150.0000 ,5.0106 ,1,26,0,9,38
13324,50.0000 ,3.9120 ,1,57,1,6,369
13325,88.5417 ,4.4835 ,0,32,0,6,146
13326,91.6667 ,4.5182 ,0,30,0,6,104
13327,145.8333 ,4.9825 ,1,27,0,12,28
13328,92.8571 ,4.5311 ,1,62,1,6,481
13329,106.2500 ,4.6658 ,1,41,1,6,244
13330,93.7500 ,4.5406 ,0,29,1,9,126
13331,437.5000 ,6.0811 ,1,52,1,6,306
13332,100.0000 ,4.6052 ,1,26,0,9,97
13333,110.0000 ,4.7005 ,1,23,0,9,62
13334,42.8571 ,3.7579 ,0,19,0,9,8
13335,119.7917 ,4.7858 ,1,33,1,12,102
13336,375.0000 ,5.9269 ,1,38,1,6,52
13337,83.3333 ,4.4228 ,1,64,0,6,266
13338,106.2500 ,4.6658 ,0,31,0,12,42
13339,119.7917 ,4.7858 ,1,26,0,6,39
13340,75.0000 ,4.3175 ,0,23,0,9,56
13341,50.0000 ,3.9120 ,1,61,1,6,484
13342,218.7500 ,5.3879 ,1,27,0,9,84
13343,187.5000 ,5.2338 ,1,25,0,9,48
13344,68.7500 ,4.2305 ,1,64,1,6,544
13345,225.0000 ,5.4161 ,1,24,1,9,78
13346,75.0000 ,4.3175 ,0,31,0,6,104
13347,135.4167 ,4.9084 ,1,38,1,12,198
13348,100.0000 ,4.6052 ,1,35,0,9,146
13349,364.5833 ,5.8988 ,1,44,1,6,246
13350,260.4167 ,5.5623 ,0,36,1,6,146
13351,114.5833 ,4.7413 ,1,49,0,9,250
13352,250.0000 ,5.5215 ,1,39,1,12,250
13353,108.3333 ,4.6852 ,1,59,1,6,425
13354,80.0000 ,4.3820 ,1,55,1,6,126
13355,234.3750 ,5.4569 ,1,31,0,15,100
13356,208.3333 ,5.3391 ,1,61,1,9,288
13357,108.6957 ,4.6886 ,0,58,1,9,180
13358,62.5000 ,4.1352 ,1,39,0,6,120
13359,100.0000 ,4.6052 ,1,57,1,0,370
13360,44.6429 ,3.7987 ,0,58,1,0,72
13361,66.9643 ,4.2042 ,0,30,0,6,36
13362,89.2857 ,4.4918 ,1,28,1,9,24
13363,178.5714 ,5.1850 ,1,19,0,9,24
13364,89.2857 ,4.4918 ,1,52,1,6,240
13365,130.2083 ,4.8691 ,1,39,1,9,36
13366,89.2857 ,4.4918 ,1,37,0,6,24
13367,111.6071 ,4.7150 ,1,34,0,6,24
13368,44.6429 ,3.7987 ,1,52,1,6,360
13369,104.1667 ,4.6460 ,0,47,1,6,24
13370,66.9643 ,4.2042 ,0,26,0,12,48
13371,133.9286 ,4.8973 ,1,37,1,9,48
13372,178.5714 ,5.1850 ,1,35,1,12,24
13373,130.2083 ,4.8691 ,0,32,1,12,120
13374,182.2917 ,5.2056 ,1,30,1,12,24
13375,116.2791 ,4.7560 ,1,38,0,9,24
13376,66.9643 ,4.2042 ,1,56,1,6,360
13377,119.3182 ,4.7818 ,0,25,0,12,84
13378,80.3571 ,4.3865 ,1,37,0,9,120
13379,111.6071 ,4.7150 ,1,45,1,6,108
13380,104.1667 ,4.6460 ,0,41,1,9,22
13381,53.5714 ,3.9810 ,1,39,1,9,24
13382,113.6364 ,4.7330 ,1,32,1,6,69
13383,104.1667 ,4.6460 ,0,34,1,12,69
13384,89.2857 ,4.4918 ,1,41,1,6,34
13385,133.9286 ,4.8973 ,1,38,1,12,72
13386,260.4167 ,5.5623 ,1,42,1,6,122
13387,52.0833 ,3.9528 ,1,62,1,9,360
13388,89.2857 ,4.4918 ,0,61,1,0,132
13389,223.2143 ,5.4081 ,1,37,1,16,44
13390,89.2857 ,4.4918 ,0,32,1,12,36
13391,89.2857 ,4.4918 ,1,63,1,6,36
13392,104.1667 ,4.6460 ,1,39,0,6,8
13393,482.9545 ,6.1799 ,1,64,1,15,516
13394,182.2917 ,5.2056 ,1,36,1,15,58
13395,227.2727 ,5.4262 ,0,34,1,15,144
13396,66.9643 ,4.2042 ,1,44,0,6,48
13397,44.6429 ,3.7987 ,1,66,1,6,120
13398,130.2083 ,4.8691 ,1,27,0,12,48
13399,59.5238 ,4.0864 ,1,38,0,9,36
13400,52.0833 ,3.9528 ,1,66,1,6,540
13401,142.0455 ,4.9561 ,1,36,0,9,132
13402,133.9286 ,4.8973 ,1,43,1,6,252
13403,66.9643 ,4.2042 ,0,20,0,12,20
13404,104.1667 ,4.6460 ,1,18,0,9,18
13405,104.1667 ,4.6460 ,1,17,0,9,18
13406,100.0000 ,4.6052 ,1,59,1,6,432
13407,111.6071 ,4.7150 ,1,27,0,9,24
13408,89.2857 ,4.4918 ,1,49,0,6,48
13409,54.3478 ,3.9954 ,0,63,0,0,240
13410,89.2857 ,4.4918 ,1,30,0,9,36
13411,130.2083 ,4.8691 ,1,36,1,6,72
13412,89.2857 ,4.4918 ,1,33,0,6,10
13413,78.1250 ,4.3583 ,0,52,1,0,48
13414,104.1667 ,4.6460 ,1,29,1,9,24
13415,71.4286 ,4.2687 ,0,26,1,12,12
13416,125.0000 ,4.8283 ,1,30,0,9,72
13417,133.9286 ,4.8973 ,1,57,1,6,396
13418,198.8636 ,5.2926 ,0,28,0,18,24
13419,104.1667 ,4.6460 ,0,26,0,9,30
13420,80.3571 ,4.3865 ,0,57,1,6,120
13421,198.8636 ,5.2926 ,0,30,0,16,24
13422,133.9286 ,4.8973 ,1,33,1,9,120
13423,108.6957 ,4.6886 ,0,54,0,6,360
13424,50.0000 ,3.9120 ,1,60,0,9,480
13425,182.2917 ,5.2056 ,1,65,1,6,480
13426,89.2857 ,4.4918 ,1,43,0,6,276
13427,66.9643 ,4.2042 ,1,54,1,6,360
13428,111.6071 ,4.7150 ,1,60,1,6,480
13429,163.0435 ,5.0940 ,1,36,1,9,192
13430,178.5714 ,5.1850 ,1,42,1,12,144
13431,216.3462 ,5.3769 ,1,26,1,15,60
13432,46.2963 ,3.8351 ,1,40,1,12,240
13433,75.0000 ,4.3175 ,1,38,1,6,180
13434,104.1667 ,4.6460 ,1,41,1,6,252
13435,104.1667 ,4.6460 ,1,61,1,6,480
13436,66.9643 ,4.2042 ,1,62,1,0,504
13437,203.4884 ,5.3156 ,1,32,0,16,72
13438,181.8182 ,5.2030 ,1,30,0,16,24
13439,78.1250 ,4.3583 ,1,62,1,6,504
13440,89.2857 ,4.4918 ,1,64,1,6,480
13441,130.2083 ,4.8691 ,1,43,0,6,156
13442,78.1250 ,4.3583 ,1,66,1,6,528
13443,50.0000 ,3.9120 ,1,56,1,6,432
13444,108.6957 ,4.6886 ,1,76,1,6,660
13445,104.1667 ,4.6460 ,1,44,1,12,240
13446,104.1667 ,4.6460 ,1,36,1,9,192
13447,50.0000 ,3.9120 ,1,63,1,6,516
13448,125.0000 ,4.8283 ,1,37,1,12,14
13449,93.7500 ,4.5406 ,1,32,1,12,106
13450,62.5000 ,4.1352 ,1,26,0,12,27
13451,100.0000 ,4.6052 ,0,48,0,9,66
13452,148.1481 ,4.9982 ,1,39,1,9,173
13453,83.3333 ,4.4228 ,1,27,0,9,2
13454,152.1739 ,5.0250 ,1,25,0,9,6
13455,62.5000 ,4.1352 ,0,18,0,12,2
13456,67.7083 ,4.2152 ,0,23,0,9,25
13457,125.0000 ,4.8283 ,1,45,1,6,138
13458,81.5217 ,4.4009 ,0,44,1,0,128
13459,78.1250 ,4.3583 ,0,19,0,12,28
13460,62.5000 ,4.1352 ,0,17,0,12,28
13461,70.0000 ,4.2485 ,1,63,1,6,507
13462,120.1923 ,4.7891 ,0,27,0,12,20
13463,182.2917 ,5.2056 ,1,68,0,12,68
13464,104.1667 ,4.6460 ,0,38,0,12,12
13465,75.0000 ,4.3175 ,0,40,1,6,100
13466,156.2500 ,5.0515 ,1,41,1,12,176
13467,26.7857 ,3.2879 ,1,57,1,6,362
13468,150.0000 ,5.0106 ,0,21,0,15,11
13469,68.7500 ,4.2305 ,0,31,1,6,116
13470,215.5172 ,5.3730 ,1,35,1,12,122
13471,93.7500 ,4.5406 ,0,34,1,6,2
13472,78.1250 ,4.3583 ,0,68,1,0,51
13473,25.0000 ,3.2189 ,0,15,0,9,4
13474,109.3750 ,4.6948 ,0,41,0,6,64
13475,113.6364 ,4.7330 ,1,24,1,9,5
13476,306.2500 ,5.7244 ,1,59,1,9,122
13477,156.2500 ,5.0515 ,1,28,0,12,18
13478,208.3333 ,5.3391 ,0,27,0,12,70
13479,88.5417 ,4.4835 ,0,22,0,12,38
13480,88.5417 ,4.4835 ,0,22,0,12,38
13481,300.0000 ,5.7038 ,1,27,0,16,36
13482,156.2500 ,5.0515 ,0,44,1,6,218
13483,535.7143 ,6.2836 ,1,46,0,12,111
13484,225.0000 ,5.4161 ,1,53,1,6,360
13485,87.5000 ,4.4716 ,1,46,1,9,240
13486,100.0000 ,4.6052 ,0,18,0,12,6
13487,93.7500 ,4.5406 ,1,49,1,6,10
13488,104.1667 ,4.6460 ,0,40,1,6,164
13489,110.0000 ,4.7005 ,1,21,0,12,2
13490,125.0000 ,4.8283 ,0,20,0,12,16
13491,25.0000 ,3.2189 ,1,41,0,12,300
13492,221.1538 ,5.3989 ,1,51,1,15,256
13493,93.7500 ,4.5406 ,1,54,1,6,188
13494,78.1250 ,4.3583 ,0,47,1,0,134
13495,125.0000 ,4.8283 ,1,25,0,12,26
13496,50.0000 ,3.9120 ,1,60,1,6,146
13497,150.0000 ,5.0106 ,1,38,1,9,12
13498,284.0909 ,5.6493 ,1,50,1,12,257
13499,112.9032 ,4.7265 ,1,29,1,12,32
13500,160.0000 ,5.0752 ,1,44,0,9,6
13501,145.8333 ,4.9825 ,1,27,0,12,53
13502,232.9545 ,5.4508 ,1,39,0,12,156
13503,182.2917 ,5.2056 ,1,18,0,12,10
13504,83.3333 ,4.4228 ,1,54,1,0,17
13505,75.0000 ,4.3175 ,0,52,1,0,12
13506,208.3333 ,5.3391 ,1,22,0,9,6
13507,104.1667 ,4.6460 ,1,32,0,15,17
13508,96.1538 ,4.5659 ,0,28,0,12,18
13509,208.3333 ,5.3391 ,1,42,1,6,68
13510,208.3333 ,5.3391 ,1,29,1,12,152
13511,119.7917 ,4.7858 ,1,27,0,9,147
13512,83.3333 ,4.4228 ,0,26,1,12,13
13513,150.0000 ,5.0106 ,1,40,1,15,200
13514,166.6667 ,5.1160 ,1,40,0,9,44
13515,225.0000 ,5.4161 ,1,30,1,9,46
13516,75.0000 ,4.3175 ,1,27,0,12,11
13517,37.5000 ,3.6243 ,1,66,1,0,194
13518,25.0000 ,3.2189 ,0,45,0,0,46
13519,90.0000 ,4.4998 ,0,32,1,9,24
13520,32.6087 ,3.4846 ,1,61,1,6,65
13521,104.1667 ,4.6460 ,1,27,1,12,76
13522,414.7727 ,6.0277 ,1,52,1,15,47
13523,78.1250 ,4.3583 ,0,49,1,6,82
13524,92.5926 ,4.5282 ,1,23,0,15,8
13525,100.0000 ,4.6052 ,0,49,0,6,30
13526,156.2500 ,5.0515 ,1,30,0,12,84
13527,169.3548 ,5.1320 ,1,28,1,15,37
13528,100.8065 ,4.6132 ,1,40,1,9,116
13529,35.7143 ,3.5756 ,0,40,1,6,144
13530,141.6667 ,4.9535 ,1,49,1,6,194
13531,40.0000 ,3.6889 ,0,46,1,6,122
13532,92.5926 ,4.5282 ,1,22,0,9,27
13533,93.7500 ,4.5406 ,1,18,0,12,10
13534,156.2500 ,5.0515 ,1,48,1,6,70
13535,93.7500 ,4.5406 ,0,44,1,0,53
13536,83.3333 ,4.4228 ,0,22,0,12,62
13537,83.3333 ,4.4228 ,0,21,0,12,54
13538,62.5000 ,4.1352 ,0,19,0,12,10
13539,78.1250 ,4.3583 ,0,18,0,12,34
13540,78.1250 ,4.3583 ,0,17,0,12,22
13541,78.1250 ,4.3583 ,0,21,0,12,62
13542,130.2083 ,4.8691 ,1,39,0,9,76
13543,312.5000 ,5.7446 ,1,51,1,16,132
13544,340.9091 ,5.8316 ,0,51,1,16,324
13545,181.8182 ,5.2030 ,0,25,0,18,12
13546,300.0000 ,5.7038 ,1,57,1,6,306
13547,100.0000 ,4.6052 ,0,57,0,6,242
13548,300.0000 ,5.7038 ,1,37,1,12,100
13549,260.4167 ,5.5623 ,1,31,1,9,63
13550,93.7500 ,4.5406 ,0,34,1,9,50
13551,260.4167 ,5.5623 ,1,47,1,6,41
13552,312.5000 ,5.7446 ,0,44,1,6,40
13553,50.0000 ,3.9120 ,0,55,0,0,300
13554,500.0000 ,6.2146 ,1,57,1,6,37
13555,312.5000 ,5.7446 ,1,26,1,12,18
13556,31.2500 ,3.4420 ,0,55,0,6,125
13557,130.2083 ,4.8691 ,1,31,1,9,18
13558,130.2083 ,4.8691 ,1,28,0,9,30
13559,100.0000 ,4.6052 ,0,62,1,0,366
13560,78.1250 ,4.3583 ,0,43,1,9,42
13561,93.7500 ,4.5406 ,0,19,0,12,6
13562,150.0000 ,5.0106 ,0,64,1,0,242
13563,104.1667 ,4.6460 ,0,39,0,9,18
13564,125.0000 ,4.8283 ,1,55,1,6,303
13565,111.1111 ,4.7105 ,1,30,0,9,19
13566,347.2222 ,5.8500 ,1,26,1,12,38
13567,375.0000 ,5.9269 ,0,25,1,12,38
13568,156.2500 ,5.0515 ,1,39,1,9,37
13569,93.7500 ,4.5406 ,0,33,1,9,38
13570,100.0000 ,4.6052 ,0,51,0,6,38
13571,156.2500 ,5.0515 ,1,29,1,12,53
13572,150.0000 ,5.0106 ,1,28,0,9,20
13573,130.2083 ,4.8691 ,1,27,1,12,62
13574,78.1250 ,4.3583 ,0,28,1,9,24
13575,109.3750 ,4.6948 ,0,20,1,12,63
13576,375.0000 ,5.9269 ,1,57,1,12,94
13577,166.6667 ,5.1160 ,1,35,0,9,74
13578,62.5000 ,4.1352 ,1,68,1,0,482
13579,93.7500 ,4.5406 ,1,39,0,9,1
13580,100.0000 ,4.6052 ,1,45,1,6,20
13581,62.5000 ,4.1352 ,0,42,1,6,174
13582,208.3333 ,5.3391 ,1,39,1,12,20
13583,179.1667 ,5.1883 ,1,41,1,12,73
13584,135.4167 ,4.9084 ,0,34,0,12,25
13585,83.3333 ,4.4228 ,1,57,1,16,60
13586,166.6667 ,5.1160 ,1,50,1,9,302
13587,156.2500 ,5.0515 ,1,25,0,12,25
13588,104.1667 ,4.6460 ,0,23,0,12,48
13589,218.7500 ,5.3879 ,1,33,1,9,27
13590,93.7500 ,4.5406 ,0,25,1,9,26
13591,156.2500 ,5.0515 ,0,27,0,9,38
13592,208.3333 ,5.3391 ,1,36,1,9,26
13593,260.4167 ,5.5623 ,1,25,1,12,85
13594,104.1667 ,4.6460 ,0,30,1,12,122
13595,31.2500 ,3.4420 ,1,55,1,6,302
13596,125.0000 ,4.8283 ,1,27,0,9,61
13597,238.6364 ,5.4749 ,0,55,0,15,148
13598,150.0000 ,5.0106 ,1,48,1,6,146
13599,25.0000 ,3.2189 ,0,44,1,6,126
13600,125.0000 ,4.8283 ,1,26,0,9,30
13601,25.0000 ,3.2189 ,1,62,1,0,242
13602,166.6667 ,5.1160 ,1,32,1,15,56
13603,125.0000 ,4.8283 ,1,35,0,9,38
13604,80.3571 ,4.3865 ,0,23,0,12,28
13605,166.6667 ,5.1160 ,1,30,1,18,44
13606,170.4545 ,5.1385 ,0,32,0,15,62
13607,159.0909 ,5.0695 ,0,28,0,15,6
13608,37.5000 ,3.6243 ,1,45,1,6,122
13609,173.0769 ,5.1537 ,1,37,1,9,30
13610,238.0952 ,5.4727 ,1,46,1,16,122
13611,112.5000 ,4.7230 ,0,45,0,6,28
13612,37.5000 ,3.6243 ,0,40,1,6,38
13613,218.7500 ,5.3879 ,1,54,1,15,182
13614,37.5000 ,3.6243 ,1,48,1,12,129
13615,93.7500 ,4.5406 ,0,23,0,12,28
13616,125.0000 ,4.8283 ,0,39,1,6,30
13617,150.0000 ,5.0106 ,1,29,1,9,66
13618,178.5714 ,5.1850 ,1,40,1,15,122
13619,130.4348 ,4.8709 ,1,41,0,6,58
13620,50.0000 ,3.9120 ,1,62,1,0,190
13621,37.5000 ,3.6243 ,1,60,0,0,53
13622,37.5000 ,3.6243 ,1,64,1,0,148
13623,135.4167 ,4.9084 ,1,35,1,6,26
13624,35.7143 ,3.5756 ,1,54,1,6,170
13625,181.8182 ,5.2030 ,0,25,0,15,28
13626,95.2381 ,4.5564 ,1,44,1,12,100
13627,125.0000 ,4.8283 ,0,21,0,12,38
13628,47.6190 ,3.8632 ,1,41,1,6,74
13629,36.5854 ,3.5996 ,1,45,1,6,284
13630,127.9070 ,4.8513 ,0,20,0,12,31
13631,97.8261 ,4.5832 ,0,16,0,9,18
